t	y
5.662	26.600762
5.663	26.604809
5.664	26.608857
5.665	26.612904
5.666	26.616951
5.667	26.620998
5.668	26.625045
5.669	26.629092
5.670	26.633139
5.671	26.637185
5.672	26.641232
5.673	26.645279
5.674	26.649326
5.675	26.653372
5.676	26.657419
5.677	26.661466
5.678	26.665512
5.679	26.669559
5.680	26.673605
5.681	26.677651
5.682	26.681698
5.683	26.685744
5.684	26.689790
5.685	26.693836
5.686	26.697882
5.687	26.701929
5.688	26.705975
5.689	26.710021
5.690	26.714067
5.691	26.718112
5.692	26.722158
5.693	26.726204
5.694	26.730250
5.695	26.734296
5.696	26.738341
5.697	26.742387
5.698	26.746433
5.699	26.750478
5.700	26.754524
5.701	26.758569
5.702	26.762614
5.703	26.766660
5.704	26.770705
5.705	26.774750
5.706	26.778796
5.707	26.782841
5.708	26.786886
5.709	26.790931
5.710	26.794976
5.711	26.799021
5.712	26.803066
5.713	26.807111
5.714	26.811156
5.715	26.815201
5.716	26.819245
5.717	26.823290
5.718	26.827335
5.719	26.831380
5.720	26.835424
5.721	26.839469
5.722	26.843513
5.723	26.847558
5.724	26.851602
5.725	26.855646
5.726	26.859691
5.727	26.863735
5.728	26.867779
5.729	26.871823
5.730	26.875868
5.731	26.879912
5.732	26.883956
5.733	26.888000
5.734	26.892044
5.735	26.896088
5.736	26.900132
5.737	26.904175
5.738	26.908219
5.739	26.912263
5.740	26.916307
5.741	26.920350
5.742	26.924394
5.743	26.928438
5.744	26.932481
5.745	26.936525
5.746	26.940568
5.747	26.944612
5.748	26.948655
5.749	26.952698
5.750	26.956742
5.751	26.960785
5.752	26.964828
5.753	26.968871
5.754	26.972914
5.755	26.976957
5.756	26.981000
5.757	26.985043
5.758	26.989086
5.759	26.993129
5.760	26.997172
5.761	27.001215
5.762	27.005258
5.763	27.009300
5.764	27.013343
5.765	27.017386
5.766	27.021428
5.767	27.025471
5.768	27.029513
5.769	27.033556
5.770	27.037598
5.771	27.041640
5.772	27.045683
5.773	27.049725
5.774	27.053767
5.775	27.057810
5.776	27.061852
5.777	27.065894
5.778	27.069936
5.779	27.073978
5.780	27.078020
5.781	27.082062
5.782	27.086104
5.783	27.090146
5.784	27.094188
5.785	27.098229
5.786	27.102271
5.787	27.106313
5.788	27.110355
5.789	27.114396
5.790	27.118438
5.791	27.122479
5.792	27.126521
5.793	27.130562
5.794	27.134604
5.795	27.138645
5.796	27.142686
5.797	27.146728
5.798	27.150769
5.799	27.154810
5.800	27.158851
5.801	27.162892
5.802	27.166933
5.803	27.170975
5.804	27.175016
5.805	27.179056
5.806	27.183097
5.807	27.187138
5.808	27.191179
5.809	27.195220
5.810	27.199261
5.811	27.203301
5.812	27.207342
5.813	27.211383
5.814	27.215423
5.815	27.219464
5.816	27.223504
5.817	27.227545
5.818	27.231585
5.819	27.235626
5.820	27.239666
5.821	27.243706
5.822	27.247747
5.823	27.251787
5.824	27.255827
5.825	27.259867
5.826	27.263907
5.827	27.267947
5.828	27.271987
5.829	27.276027
5.830	27.280067
5.831	27.284107
5.832	27.288147
5.833	27.292187
5.834	27.296227
5.835	27.300267
5.836	27.304306
5.837	27.308346
5.838	27.312386
5.839	27.316425
5.840	27.320465
5.841	27.324504
5.842	27.328544
5.843	27.332583
5.844	27.336623
5.845	27.340662
5.846	27.344701
5.847	27.348741
5.848	27.352780
5.849	27.356819
5.850	27.360858
5.851	27.364897
5.852	27.368936
5.853	27.372975
5.854	27.377014
5.855	27.381053
5.856	27.385092
5.857	27.389131
5.858	27.393170
5.859	27.397209
5.860	27.401248
5.861	27.405286
5.862	27.409325
5.863	27.413364
5.864	27.417402
5.865	27.421441
5.866	27.425479
5.867	27.429518
5.868	27.433556
5.869	27.437595
5.870	27.441633
5.871	27.445672
5.872	27.449710
5.873	27.453748
5.874	27.457786
5.875	27.461825
5.876	27.465863
5.877	27.469901
5.878	27.473939
5.879	27.477977
5.880	27.482015
5.881	27.486053
5.882	27.490091
5.883	27.494129
5.884	27.498167
5.885	27.502204
5.886	27.506242
5.887	27.510280
5.888	27.514318
5.889	27.518355
5.890	27.522393
5.891	27.526430
5.892	27.530468
5.893	27.534506
5.894	27.538543
5.895	27.542580
5.896	27.546618
5.897	27.550655
5.898	27.554693
5.899	27.558730
5.900	27.562767
5.901	27.566804
5.902	27.570841
5.903	27.574879
5.904	27.578916
5.905	27.582953
5.906	27.586990
5.907	27.591027
5.908	27.595064
5.909	27.599101
5.910	27.603138
5.911	27.607174
5.912	27.611211
5.913	27.615248
5.914	27.619285
5.915	27.623321
5.916	27.627358
5.917	27.631395
5.918	27.635431
5.919	27.639468
5.920	27.643504
5.921	27.647541
5.922	27.651577
5.923	27.655614
5.924	27.659650
5.925	27.663686
5.926	27.667723
5.927	27.671759
5.928	27.675795
5.929	27.679831
5.930	27.683867
5.931	27.687904
5.932	27.691940
5.933	27.695976
5.934	27.700012
5.935	27.704048
5.936	27.708084
5.937	27.712120
5.938	27.716155
5.939	27.720191
5.940	27.724227
5.941	27.728263
5.942	27.732298
5.943	27.736334
5.944	27.740370
5.945	27.744405
5.946	27.748441
5.947	27.752477
5.948	27.756512
5.949	27.760548
5.950	27.764583
5.951	27.768618
5.952	27.772654
5.953	27.776689
5.954	27.780724
5.955	27.784760
5.956	27.788795
5.957	27.792830
5.958	27.796865
5.959	27.800900
5.960	27.804935
5.961	27.808970
5.962	27.813005
5.963	27.817040
5.964	27.821075
5.965	27.825110
5.966	27.829145
5.967	27.833180
5.968	27.837215
5.969	27.841250
5.970	27.845284
5.971	27.849319
5.972	27.853354
5.973	27.857388
5.974	27.861423
5.975	27.865457
5.976	27.869492
5.977	27.873526
5.978	27.877561
5.979	27.881595
5.980	27.885630
5.981	27.889664
5.982	27.893698
5.983	27.897733
5.984	27.901767
5.985	27.905801
5.986	27.909835
5.987	27.913869
5.988	27.917904
5.989	27.921938
5.990	27.925972
5.991	27.930006
5.992	27.934040
5.993	27.938074
5.994	27.942108
5.995	27.946141
5.996	27.950175
5.997	27.954209
5.998	27.958243
5.999	27.962277
